spectralCentroid,spectralCrest,spectralDecrease,spectralEntropy,spectralFlatness,spectralFlux,spectralKurtosis,spectralRolloffPoint,spectralSkewness,spectralSlope,spectralSpread,pitch,harmonicRatio,LA,ratioLGLA,ratioLCLA,diffLCLA,peakloc,peakval,pos_slope,neg_slope,PR,Fo,AMfactor,DAM,peakloc_unweightedSPL,L63,L125,L250,L500,L1000
66.3127612947052,28.3816446106601,-117.712586372456,0.135172607267943,0.0102875850227965,1.06551988992292e-07,845.888354049114,124.982620823618,19.570805884349,-1.02407606947567e-11,74.4993649104791,396.598922121318,0.00392560513026005,29.3863584281391,1.61105830623967,1.32069617865548,9.42409285250461,0.45,26.0205282596161,3.62089506780301,-2.84491634267643,3.32493397416584,0.4,1.03092769992435,14.2710778044354,0.7,9.17198227346469,12.6492830715922,14.294860097455,10.1869431924778,4.69119471661685
57.0319617876117,30.2036212912951,-643.177067429741,0.0739044283428714,0.00493696252313517,5.4206503652636e-07,4265.01978064109,91.2428017939286,40.7176624726678,-4.1976116595411e-11,50.0543947559047,395.799419087679,0,25.6566137183243,1.86798922475233,1.4537024773186,11.6404692036101,0.4,16.3534770834571,2.7128342430883,-2.27219410312141,6.47839423524415,0.4,0.515836072012113,6.49462392640723,1.3,7.94336268194223,10.8603148565689,16.3296259661362,11.8067356190859,3.42420146089034
54.8488502413555,30.2665863694315,-1443.26208424388,0.0648911833426041,0.00232258879341701,2.21818099875753e-05,18506.9813265786,82.4545676546786,70.0240308176189,-2.20219484937035e-09,31.353773696564,398.805353975165,0,35.2198470800793,1.73052948275073,1.40152620614968,14.1416915792363,0.55,18.5856380530863,3.18547737231323,-3.65285296804843,3.78023226667733,0.4,1.01513258075407,10.8760100372887,0.4,7.03651244333558,7.24709475642327,11.5863978446813,14.2910670245954,15.2057609521531
57.0047776845526,29.2040724049669,-262.484748651158,0.101909799740714,0.00151058841261718,1.8463125073742e-05,2461.66732131927,94.2247968206787,23.5456524225613,-1.69760754739621e-09,34.0200583317086,398.580489763147,0.000549366119103525,38.5005810763245,1.55413376198505,1.38293530847245,14.7432318908308,0.5,0.510187230703108,0.456947685828308,-0.674709515749191,4.36314105514679,0.6,0.167283936120944,2.19592930959654,0.2,7.34916716465162,5.00057071738924,4.28577777504358,2.79471644196775,2.65593497775635
51.5262036132947,30.7246295472604,-468.344411746009,0.055622925827217,0.00175389449504298,9.65518028294768e-06,6144.55510059954,65.7902063742857,46.6727291849811,-5.72010373264176e-10,29.2355174183194,400,0,34.0097008305951,1.76852781083078,1.4481870634307,15.242707943421,0.35,27.6330688056713,3.41019435639352,-2.07038153284836,6.08700859498152,0.4,0.566175251423079,9.12118024899405,0.6,11.1032503405723,9.70355466900385,10.8811477719761,14.3174596606458,8.13816385242064
169.687926478817,27.3388133186356,-66.8313339676831,0.19493251500846,0.0466504933825069,6.48345863841956e-08,178.29006472827,694.006890799105,9.70736500003717,-4.46005129885203e-12,431.348216789227,391.006847432974,0.00101740620675559,32.2536602959651,1.24205149756234,1.07588102330348,2.44744074854064,0.65,12.0866189382935,2.15539468431504,-2.66892596216915,3.32908915375359,0.6,0.40651809292463,4.38556451108174,0.7,5.85679181952326,8.89277031780243,12.3899536082895,8.51353068470122,5.89442880158033
103.632805682132,26.9421288629067,-264.546658113008,0.186797077923104,0.0178615436183755,4.6748591286019e-06,960.358315960594,319.083123602548,13.0833638313636,-2.58757541974574e-10,147.419185325471,388.180558171801,0.00340242856533827,39.5066064364692,1.76202733745331,1.32821316884506,12.9665884888281,0.55,23.0538159423129,3.86207761559342,-2.70449294180898,2.77721894634092,0.6,1.24298214914082,10.2550001941853,0.3,12.1460971843733,12.6800801468666,15.7030051448725,14.4381057621772,12.8863390836004
92.5768393276706,18.4299132463765,-7.33587980466722,0.34102207192383,0.00444935576109292,3.23131447911376e-06,82.4482925804307,207.19404415853,5.12695828907365,-3.14457389554294e-10,74.6759184007776,349.77687464597,0.0404568697409959,45.4916905393514,1.34096660201611,1.29932883396995,13.616974684466,0.55,2.50348558838474,1.16868615733578,-1.31817494556514,3.36351561421797,0.6,0.378319747290877,4.19107689332592,0.2,7.19625642211759,5.15147878847419,5.16267823053607,5.26419970493914,7.43405039679444
51.0319869739475,31.4356739779799,-907.413015946379,0.03159060757599,0.00341283588567823,4.45331071413039e-07,4807.35328420945,53.4257875034566,49.8495135427736,-3.13247242180923e-11,41.8575434769277,400,0,22.2303779810662,2.05098494997129,1.57977189819273,12.8885484396247,0.25,0.0640937336008119,0.287128979369024,-0.205706784722005,3.87952746804506,0.5,0.0474315485084993,1.019487251293,0.9,8.27955548528697,4.41137111980755,2.19052636589073,3.10976196887986,2.37946165875139
54.5396735050384,29.4839014367097,-116.590188145333,0.0863460328485045,0.00428781487788564,1.91087254782055e-07,2100.44204947262,74.6849543113487,33.4381359847339,-1.33348391682774e-11,51.4063494133132,400,0.0103700439117849,22.6326011790635,2.28561576404312,1.78344875119833,17.7314831301072,0.3,0.343453528278572,0.469157364993648,-0.367001447787081,4.61502633467421,0.6,0.181889772230626,1.91469726923675,0.3,8.21636193575465,6.4858379736538,6.44038740143919,3.37241479135661,2.19995541764619
