4.940000000000000000e+02,5.000000000000000000e+02,6.700000000000000000e+01,5.040000000000000000e+02,0.000000000000000000e+00,9.962416887283325195e-01,1.604572607902809978e-04,1.424476504325866699e-04,1.340176386293023825e-04,8.217045251512899995e-05
4.940000000000000000e+02,1.120000000000000000e+02,6.700000000000000000e+01,1.140000000000000000e+02,1.130000000000000000e+02,9.548338055610656738e-01,9.307204745709896088e-03,7.565268315374851227e-03,7.122362498193979263e-03,6.617081817239522934e-03
6.700000000000000000e+01,1.030000000000000000e+02,1.060000000000000000e+02,4.940000000000000000e+02,5.040000000000000000e+02,2.251649796962738037e-01,1.592451184988021851e-01,1.556762009859085083e-01,7.378659397363662720e-02,6.758292019367218018e-02
4.940000000000000000e+02,2.940000000000000000e+02,3.000000000000000000e+02,3.010000000000000000e+02,5.030000000000000000e+02,1.413524150848388672e-01,1.339695751667022705e-01,8.410908281803131104e-02,7.393020391464233398e-02,5.197869613766670227e-02
4.940000000000000000e+02,6.700000000000000000e+01,1.030000000000000000e+02,1.060000000000000000e+02,2.940000000000000000e+02,1.401368081569671631e-01,1.116127818822860718e-01,6.967014819383621216e-02,6.437872350215911865e-02,5.386009067296981812e-02
6.700000000000000000e+01,1.030000000000000000e+02,1.060000000000000000e+02,9.700000000000000000e+01,9.800000000000000000e+01,5.754258036613464355e-01,3.405378162860870361e-01,2.704855203628540039e-01,2.086972743272781372e-01,1.504255533218383789e-01
4.940000000000000000e+02,5.000000000000000000e+02,6.700000000000000000e+01,1.060000000000000000e+02,1.030000000000000000e+02,6.180022954940795898e-01,5.809483677148818970e-02,5.198528617620468140e-02,3.966772556304931641e-02,3.925073891878128052e-02
2.940000000000000000e+02,3.620000000000000000e+02,5.000000000000000000e+02,3.000000000000000000e+02,3.150000000000000000e+02,1.093987375497817993e-01,1.000001579523086548e-01,7.643951475620269775e-02,6.245140358805656433e-02,5.818283557891845703e-02
4.940000000000000000e+02,5.000000000000000000e+02,4.980000000000000000e+02,0.000000000000000000e+00,5.040000000000000000e+02,9.982802271842956543e-01,1.566871942486613989e-04,9.918362047756090760e-05,6.400467100320383906e-05,4.984587576473131776e-05
4.940000000000000000e+02,5.000000000000000000e+02,6.700000000000000000e+01,1.030000000000000000e+02,1.060000000000000000e+02,7.000693082809448242e-01,2.709696814417839050e-02,2.324791625142097473e-02,1.457290817052125931e-02,1.347526907920837402e-02
4.940000000000000000e+02,6.700000000000000000e+01,1.030000000000000000e+02,1.060000000000000000e+02,2.940000000000000000e+02,3.620990812778472900e-01,1.356332898139953613e-01,9.967240691184997559e-02,9.019587188959121704e-02,3.894963115453720093e-02
4.940000000000000000e+02,5.000000000000000000e+02,4.060000000000000000e+02,4.810000000000000000e+02,5.140000000000000000e+02,2.100938260555267334e-01,1.042843908071517944e-01,7.521028071641921997e-02,5.815222859382629395e-02,5.411531403660774231e-02
4.940000000000000000e+02,6.700000000000000000e+01,1.030000000000000000e+02,2.940000000000000000e+02,5.040000000000000000e+02,4.203763902187347412e-01,7.116542756557464600e-02,4.269274324178695679e-02,4.201235249638557434e-02,4.003936052322387695e-02
4.940000000000000000e+02,5.000000000000000000e+02,6.700000000000000000e+01,1.320000000000000000e+02,2.940000000000000000e+02,4.834367632865905762e-01,3.129073604941368103e-02,2.292036637663841248e-02,2.055072039365768433e-02,1.913645491003990173e-02
6.700000000000000000e+01,5.040000000000000000e+02,1.060000000000000000e+02,1.030000000000000000e+02,2.940000000000000000e+02,2.261966019868850708e-01,1.335980743169784546e-01,1.230559796094894409e-01,1.122335344552993774e-01,7.729407399892807007e-02
4.940000000000000000e+02,5.000000000000000000e+02,0.000000000000000000e+00,3.600000000000000000e+01,3.800000000000000000e+01,9.934625625610351562e-01,1.693283789791166782e-03,1.439539773855358362e-04,6.488988583441823721e-05,5.628368307952769101e-05
4.940000000000000000e+02,5.000000000000000000e+02,4.980000000000000000e+02,4.810000000000000000e+02,4.520000000000000000e+02,6.049753427505493164e-01,3.666870668530464172e-02,2.854661643505096436e-02,1.647507585585117340e-02,1.443319488316774368e-02
4.940000000000000000e+02,5.000000000000000000e+02,4.980000000000000000e+02,5.040000000000000000e+02,5.180000000000000000e+02,9.931632876396179199e-01,6.802125135436654091e-04,1.960913214134052396e-04,1.374044368276372552e-04,1.143497283919714391e-04
6.700000000000000000e+01,1.030000000000000000e+02,1.140000000000000000e+02,1.060000000000000000e+02,1.120000000000000000e+02,2.822515368461608887e-01,2.044246196746826172e-01,1.938111782073974609e-01,1.886793375015258789e-01,1.080129146575927734e-01
4.940000000000000000e+02,7.600000000000000000e+01,6.800000000000000000e+01,0.000000000000000000e+00,6.700000000000000000e+01,8.687674403190612793e-01,1.170671451836824417e-02,1.129510998725891113e-02,1.113679539412260056e-02,9.096058085560798645e-03
4.940000000000000000e+02,5.000000000000000000e+02,0.000000000000000000e+00,5.010000000000000000e+02,5.040000000000000000e+02,9.990746378898620605e-01,1.801535545382648706e-04,2.310819763806648552e-05,7.432699021592270583e-06,4.979598998033907264e-06
4.940000000000000000e+02,1.320000000000000000e+02,5.040000000000000000e+02,4.900000000000000000e+02,6.700000000000000000e+01,7.787235975265502930e-01,2.393357083201408386e-02,6.927242036908864975e-03,6.675056181848049164e-03,6.476592272520065308e-03
4.940000000000000000e+02,5.000000000000000000e+02,4.980000000000000000e+02,0.000000000000000000e+00,4.010000000000000000e+02,9.963074922561645508e-01,3.651143051683902740e-04,1.438051403965801001e-04,8.392805466428399086e-05,5.423873517429456115e-05
4.940000000000000000e+02,6.700000000000000000e+01,2.940000000000000000e+02,1.030000000000000000e+02,3.000000000000000000e+02,4.079423844814300537e-01,5.098162218928337097e-02,4.790392890572547913e-02,3.395341709256172180e-02,3.181134909391403198e-02
6.700000000000000000e+01,1.030000000000000000e+02,1.060000000000000000e+02,4.940000000000000000e+02,1.070000000000000000e+02,5.117942094802856445e-01,4.603126049041748047e-01,4.513732790946960449e-01,2.771253287792205811e-01,2.447598427534103394e-01
4.940000000000000000e+02,5.000000000000000000e+02,6.700000000000000000e+01,6.800000000000000000e+01,7.600000000000000000e+01,7.368114590644836426e-01,6.622637808322906494e-02,1.786820963025093079e-02,1.482301205396652222e-02,1.080607529729604721e-02
4.940000000000000000e+02,3.600000000000000000e+01,3.800000000000000000e+01,5.000000000000000000e+02,0.000000000000000000e+00,9.951044917106628418e-01,8.096843957901000977e-04,5.929499748162925243e-04,5.240350728854537010e-04,1.861835771705955267e-04
4.940000000000000000e+02,2.940000000000000000e+02,4.980000000000000000e+02,3.000000000000000000e+02,3.010000000000000000e+02,7.808700799942016602e-01,1.368055306375026703e-02,1.195544935762882233e-02,8.660092018544673920e-03,7.676732726395130157e-03
4.940000000000000000e+02,2.940000000000000000e+02,6.700000000000000000e+01,4.750000000000000000e+02,5.040000000000000000e+02,2.410357445478439331e-01,5.607425421476364136e-02,5.301010608673095703e-02,4.689646884799003601e-02,4.490173608064651489e-02
6.700000000000000000e+01,4.940000000000000000e+02,1.030000000000000000e+02,1.060000000000000000e+02,5.040000000000000000e+02,3.330096602439880371e-01,2.693637013435363770e-01,2.496700733900070190e-01,2.471598833799362183e-01,1.014578491449356079e-01
4.940000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+02,6.700000000000000000e+01,6.800000000000000000e+01,6.204150915145874023e-01,3.131337836384773254e-02,2.515732124447822571e-02,2.447980269789695740e-02,2.039960399270057678e-02
6.700000000000000000e+01,1.060000000000000000e+02,1.030000000000000000e+02,4.940000000000000000e+02,5.000000000000000000e+02,2.412395477294921875e-01,1.566871553659439087e-01,1.548741608858108521e-01,1.497387140989303589e-01,5.609295517206192017e-02
6.700000000000000000e+01,1.060000000000000000e+02,1.030000000000000000e+02,2.940000000000000000e+02,3.000000000000000000e+02,2.779423296451568604e-01,2.061199843883514404e-01,2.026382237672805786e-01,1.669040024280548096e-01,9.236731380224227905e-02
4.940000000000000000e+02,6.700000000000000000e+01,2.940000000000000000e+02,1.030000000000000000e+02,1.060000000000000000e+02,4.577373564243316650e-01,5.297840386629104614e-02,3.424486890435218811e-02,3.229303285479545593e-02,2.813706360757350922e-02
4.940000000000000000e+02,6.700000000000000000e+01,5.000000000000000000e+02,6.800000000000000000e+01,1.910000000000000000e+02,4.746356904506683350e-01,6.924649327993392944e-02,5.759887769818305969e-02,3.819927200675010681e-02,3.236278146505355835e-02
4.940000000000000000e+02,6.700000000000000000e+01,1.030000000000000000e+02,1.060000000000000000e+02,3.800000000000000000e+01,6.038089990615844727e-01,1.057698577642440796e-01,8.848972618579864502e-02,8.566153049468994141e-02,5.693801492452621460e-02
