spectralCentroid,spectralCrest,spectralDecrease,spectralEntropy,spectralFlatness,spectralFlux,spectralKurtosis,spectralRolloffPoint,spectralSkewness,spectralSlope,spectralSpread,pitch,harmonicRatio,LA,ratioLGLA,ratioLCLA,diffLCLA,peakloc,peakval,pos_slope,neg_slope,PR,Fo,AMfactor,DAM,peakloc_unweightedSPL,L63,L125,L250,L500,L1000
57.5113667115249,30.048956190913,-137.547829909448,0.0909826741375702,0.00546171687578479,2.98048774395211e-06,615.761863688348,88.3593785266006,17.8713333556709,-1.89866708727047e-10,60.7025237767814,400,0.00012415033028517,36.859010885376,1.68548405537375,1.39783166664499,14.6636817314149,0.5,1.39035156092993,0.766231868628124,-0.750570384479143,3.98086724753396,0.7,0.210500333036697,1.85519383519737,0.4,8.09395942639325,6.45671695103604,7.13418037031125,4.57234666588397,2.98853007630282
72.7888448782222,24.9277481247047,-24.8349755448787,0.218637961061377,0.00402046094528689,9.63950204467182e-08,229.193660039048,166.360217497212,8.79691237420235,-7.00543192557162e-12,62.2972070548428,376.021133833815,0.0191412353482212,26.186532930315,1.99587464641607,1.58403790946086,15.293927948649,0.75,5.27900329938249,1.78990389473431,-1.62777818493839,17.8918626606979,0.8,0.735404825858287,4.04666592238239,0.8,8.4389799396706,5.49904093192375,8.38233714757715,6.4825192054644,4.74374861070081
52.3318496523355,30.5239920102359,-192.008388501307,0.0659791321740465,0.00189341342058348,5.1885960099089e-07,2185.41916439434,66.3363688192513,28.9004313278651,-3.39413232322867e-11,33.4997826210135,400,0.00841726210212584,25.1124372645297,2.34674490782252,1.81836575449634,20.5511586692289,0.25,13.630881648846,2.00456103131266,-1.50488588688985,1.94842569676317,0.7,0.251763909014145,4.81688527291918,0.4,7.65246835276888,5.72616663650157,5.8764591951257,6.60451491082778,7.96983114521186
62.2775127902112,30.0957054997337,-115.969427837859,0.0905883076388587,0.0112188288370781,3.4601520272606e-08,888.720967543037,107.406829623917,21.5440637989459,-2.01157121750471e-12,97.7297356493769,399.75082359988,0.00229677405497634,21.1505049180225,2.07996324983303,1.56984808390307,12.0525747011176,0.65,25.5162251954609,3.68383725861132,-2.86522454743988,12.0193380325475,0.7,0.928159386780613,5.95164102985185,1.6,7.44944485812199,7.83766233495887,9.78918996127176,6.80532732983832,16.0477867913989
57.908710953824,29.4749468493212,-52.7400051796173,0.103597529667901,0.00364995051335721,1.89783250513408e-07,273.126317094905,101.510660630965,12.5913221532226,-2.99970209210009e-11,62.1516325780446,391.194968553459,0.62246490966867,31.9249779049515,1.492041379341,1.57465588581515,18.3458764575991,0.6,5.75269996863744,2.43219878172769,-1.72115771526383,4.30383221440056,0.4,0.503012094662985,5.17281630669183,2.3,3.56087200930916,6.38376107747614,8.19781335098827,6.49183766583347,7.57718845076307
68.9338885674334,28.1662986113249,-46.7022489690775,0.163518697318647,0.0115383807259552,1.74516079171861e-05,182.375279908443,161.08068787837,10.2023206360221,-1.25725673475903e-09,91.3331968890959,400,0.00634518662198478,49.4853841140754,1.4395513099072,1.26264693142111,12.997184287757,0.3,1.64359688918453,0.58671641146203,-1.02065845517578,0.893633332559048,0.9,0.183397248826089,2.5659529340239,2,7.55826899972749,7.42820332683127,6.66526451805797,4.55093454295113,2.82206545363304
269.66445777482,13.6528685280795,-3.5785773624113,0.545659077253201,0.0533951327127289,1.67480008800519e-06,12.1720596409283,623.441318157915,1.86335693776053,-1.40763098159286e-10,232.379092890327,266.118227995799,0.093682151480672,53.4200037597197,1.09417137987932,1.0833726852065,4.45376915718942,0.35,4.71511515854799,1.6378172723709,-1.95283671663925,6.555106336483,0.6,0.50773307025549,5.20309700466513,0.7,7.05902892307083,7.29808147269911,10.4004409909551,8.37481283180712,4.67911035922622
56.7299828398037,30.1511856563932,-126.155662699279,0.084956112023821,0.0047474869803592,1.49284656791679e-06,460.920479811949,76.2779033016445,16.304108808724,-8.80239992173255e-11,62.0169085143574,400,0.0016306914935558,33.7761616026331,1.80870145499493,1.4374204438584,14.7743836000569,0.35,0.541343901565308,0.348435449155406,-0.521434946789827,8.87977184920024,0.4,0.0780018426441859,1.76452027923673,1.1,8.09166393055897,5.85614491996474,5.46714846233668,2.78653574231443,2.32485092872503
54.4752227645225,29.885464232286,-88.1609159115532,0.0856245780978508,0.00404221127287713,5.28762655005936e-08,1073.21474299053,75.3593834545925,24.2596066678387,-4.11369290224219e-12,49.9109268940177,400,0.0386559677968476,19.6901332815809,2.49516274282248,2.02583424277264,20.1988129650028,0.7,3.29945491242844,1.15000893086931,-1.34025713941658,15.3078664442278,0.5,0.380055689257298,3.66435252274621,0.9,11.2305529165611,7.67000851588897,9.00599602367929,4.46555940684817,3.88568479746057
50.4287368210161,31.2611514266539,-364.017014596888,0.0380994311453522,0.00264825600451563,9.23056458937829e-08,3759.87666665971,52.7080215286331,44.3551342064291,-4.66843391206026e-12,35.8565618804756,400,0.0015889509390625,14.2905400066966,3.05508350007442,2.37725447684966,19.681710200822,0.75,0.133974046604822,0.350104070905943,-0.262128696730739,6.59131445860946,0.9,0.108705625410509,1.47173303071949,0.9,7.22773623194592,5.7992847838483,3.87788161216049,3.36862837068179,1.89738907310107
